State_Name,District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
Andhra Pradesh,ANANTAPUR,1997,Kharif,2800.0,4900.0,27.9442430617,6.709174948,75.381995103,25.4931006929,33.2269031101,15.028518283,42.4944020172,10.1375110876,maize_k
Andhra Pradesh,CHITTOOR,1997,Kharif,100.0,300.0,27.1841790525,5.5662205447,70.4116258863,29.6732163048,30.648565792,19.4611368548,45.3810767869,9.3321091835,maize_k
Andhra Pradesh,EAST GODAVARI,1997,Kharif,1600.0,2900.0,26.92519001,6.1292953642,78.4614171093,26.9921485339,31.2849015145,15.2607727858,45.4328411049,9.9328582048,maize_k
Andhra Pradesh,GUNTUR,1997,Kharif,1700.0,3100.0,25.2430460816,7.4635717556,82.9536671438,26.733610504,33.1113289387,16.9997451325,40.0559782273,11.1100946025,maize_k
Andhra Pradesh,KADAPA,1997,Kharif,200.0,100.0,29.7435151284,6.6512382478,106.138873358,25.7707686717,34.9237548405,20.4145965617,40.5148210196,10.2315580778,maize_k
Andhra Pradesh,KRISHNA,1997,Kharif,5900.0,10500.0,29.3382000526,7.220395516,105.2655604391,29.2432337986,32.7769178019,15.4533478268,41.4817081766,9.5520925466,maize_k
Andhra Pradesh,KURNOOL,1997,Kharif,1000.0,1700.0,27.1525536074,6.9247165747,70.3744836401,27.0488796032,34.2798365814,18.3987240043,40.4534503398,8.9111902951,maize_k
Andhra Pradesh,PRAKASAM,1997,Kharif,1800.0,8100.0,25.7999761692,7.0057655739,101.656135306,27.4320259856,32.4289249461,17.5797604325,43.8575958974,8.6677764236,maize_k
Andhra Pradesh,SPSR NELLORE,1997,Kharif,100.0,100.0,28.8632784504,6.461034492,83.1426030408,25.3826388706,31.6328774379,15.6249321946,41.7278117601,11.3335767979,maize_k
Andhra Pradesh,SRIKAKULAM,1997,Kharif,200.0,400.0,25.4383152916,6.5647791431,76.0529251175,25.348384524,32.7581654824,15.2635123761,40.6649250553,9.104757899,maize_k
Andhra Pradesh,VISAKHAPATANAM,1997,Kharif,6400.0,6500.0,25.0378193195,6.5919913954,61.25126002,26.6712748019,32.1582721358,18.8778290645,43.2226733184,10.5191589443,maize_k
Andhra Pradesh,VIZIANAGARAM,1997,Kharif,500.0,800.0,26.6011766655,5.9257024211,99.7374111492,28.2403405773,32.1038476954,16.3613862853,42.3829068812,8.461131298,maize_k
Andhra Pradesh,WEST GODAVARI,1997,Kharif,800.0,1400.0,27.4768776683,7.3668282241,60.9171243096,27.3598424062,33.8549103146,15.8197565979,44.5302457735,8.4825314908,maize_k
Karnataka,BELGAUM,1997,Kharif,58549.0,181319.0,25.1089724593,5.6914543436,105.6594337219,28.7955064978,30.7609078308,15.3712538362,42.9453954477,8.3128186152,maize_k
