State_Name,District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
Karnataka,BAGALKOT,1998,Rabi,4590.0,3570.0,25.3282597874,6.1601977373,83.220514825,16.0264847683,33.8660148291,0.0,17.4662998581,0.0,safflower
Karnataka,BELGAUM,1998,Rabi,6427.0,2930.0,28.9510696468,6.7944520314,76.8354773401,17.1795874623,34.0020951194,0.0,15.3951082083,0.0,safflower
Karnataka,BELLARY,1998,Rabi,6134.0,3243.0,28.5266104225,6.7532247885,66.5471068039,17.8821776061,33.3079253242,0.0,18.7969921987,0.0,safflower
Karnataka,BIDAR,1998,Rabi,9470.0,9140.0,25.1353437836,6.8573550066,68.0621282137,17.3402424353,32.2555532756,0.0,15.0637343898,0.0,safflower
Karnataka,BIJAPUR,1998,Rabi,11372.0,6266.0,27.7544188665,6.9166812426,78.9409502503,17.5883113996,34.4208318803,0.0,17.7458723017,0.0,safflower
Karnataka,CHIKMAGALUR,1998,Rabi,208.0,125.0,25.1712942269,6.2949039864,70.3192346878,16.7564704755,33.2180890529,0.0,18.9761248796,0.0,safflower
Karnataka,CHITRADURGA,1998,Rabi,1044.0,549.0,30.3927677474,6.6838962011,77.1856443352,16.4787470328,34.2689568237,0.0,13.3017413691,0.0,safflower
Karnataka,DAVANGERE,1998,Rabi,473.0,285.0,26.2063957108,6.4482155635,84.7429074821,17.5663378802,32.1009364397,0.0,18.1356961005,0.0,safflower
Karnataka,DHARWAD,1998,Rabi,7247.0,7050.0,24.6252067367,6.5897252919,79.9776793284,16.7062146802,32.2263916345,0.0,16.8292710706,0.0,safflower
Karnataka,GADAG,1998,Rabi,5326.0,3128.0,24.2646577373,6.542332011,68.5263243719,16.4727522423,33.3787612589,0.0,13.2988727325,0.0,safflower
Karnataka,GULBARGA,1998,Rabi,24459.0,12365.0,29.4277923927,6.410417943,74.2281643627,17.4977401172,32.087182544,0.0,14.6093255057,0.0,safflower
Karnataka,HAVERI,1998,Rabi,2506.0,1471.0,28.2462852573,6.8017438898,79.7216180017,16.5559585012,32.498104187,0.0,16.7773517512,0.0,safflower
Karnataka,KOPPAL,1998,Rabi,7073.0,3454.0,24.5905092187,6.1266464135,67.4628240992,15.7251699302,32.4589599377,0.0,14.3611739208,0.0,safflower
Karnataka,RAICHUR,1998,Rabi,11158.0,5151.0,27.9498080944,6.0716118545,84.1785318065,17.4967079294,34.0055656268,0.0,15.8882882578,0.0,safflower
Andhra Pradesh,ANANTAPUR,1999,Rabi,881.0,145.0,31.3904495008,6.6312542686,69.0109528966,15.3734393605,34.0586731892,0.0,14.1856303055,0.0,safflower
Andhra Pradesh,EAST GODAVARI,1999,Rabi,44.0,12.0,30.2949730089,6.6937894877,71.2796969415,16.7698807479,33.867602728,0.0,18.1051563137,0.0,safflower
