State_Name,District_Name,Crop_Year,Season,Area,Production,Temperature,PH,Rainfall,Sowing Temp,Harvest Temp,Phosphorous,Nitrogen,Potash,crop
Andhra Pradesh,ANANTAPUR,1997,Kharif,21400.0,2600.0,33.2593714062,7.0309309923,60.8408584484,32.7849673896,37.2703281651,15.6024175568,6.7222723879,10.1207693516,arhar
Andhra Pradesh,CHITTOOR,1997,Kharif,6100.0,900.0,33.324233219,6.5625556925,64.7589458161,29.3024475255,36.9566924888,16.0134975191,6.08475774,11.4723837516,arhar
Andhra Pradesh,EAST GODAVARI,1997,Kharif,1600.0,300.0,33.7362837152,6.5574212324,61.5734247757,29.14648,36.2750736791,16.4307689421,5.7030822609,11.6806590326,arhar
Andhra Pradesh,GUNTUR,1997,Kharif,28400.0,14900.0,32.3415334484,6.8217299802,63.7617901401,25.6734106034,38.1068887889,15.97882845,6.17862379,10.3087867404,arhar
Andhra Pradesh,KADAPA,1997,Kharif,5700.0,1400.0,32.7777798696,7.1510056825,61.350979761,29.7797042865,38.1175483633,17.7426424338,7.1669404457,11.2563577273,arhar
Andhra Pradesh,KRISHNA,1997,Kharif,10700.0,3400.0,33.1645706769,6.6493415186,62.52861242,30.2784894519,39.3008997796,14.4401853755,6.2236436653,13.8679560354,arhar
Andhra Pradesh,KURNOOL,1997,Kharif,20900.0,6400.0,32.4152523404,6.6225650008,63.2008986763,28.2143393661,36.5574121648,15.6539184039,7.1143440657,11.5871124204,arhar
Andhra Pradesh,PRAKASAM,1997,Kharif,34700.0,2200.0,33.2197496157,7.4537172036,60.3571758529,32.8926101075,35.3387246768,17.0971632179,4.6877540244,10.5573711138,arhar
Andhra Pradesh,SPSR NELLORE,1997,Kharif,200.0,100.0,31.8824257346,7.1300073896,60.1973424102,31.125853151,36.9692688939,14.7644898047,6.6281746388,12.0814380089,arhar
Andhra Pradesh,SRIKAKULAM,1997,Kharif,1600.0,400.0,32.7336019038,7.2450453544,64.9982148891,31.7513880922,35.0960812799,16.8626990558,4.1039084446,12.1689122547,arhar
